['s24:60571c969f03722b020107a1cbab6298', 'not-severe_toxicity', 'Miljoona euroa? Oikeasti, M I L J O O N A euroa? No eihän se ole tyhmä joka pyytää, vaan.. Miljoon euroa?!!? Aika kallista. Lennättää spermat pallista:(']
['s24:ee719374189c50916a10fe0771d310ea', 'not-severe_toxicity', 'Hullu Amalia, Pidä syyläinen kärsäsi poissa asioista jotka eivät sinulle kuulu ja joista et ymmärrä mitään.']
['s24:fe58123b98ad859bd26901e5aa3c9b33', 'not-severe_toxicity', 'Köyhän Audikuskin suusta asioita joita juuri itse tekee päivittäin. Tyhmän ylimielistä sakkia... Köyhillähän on juuri kiire eli älä tule sillä rinkelilootallasi kiilaamaan tai perseeseen kiinni niinkuin te pallinaamat aina teette.']
['s24:5bdb058227d59357d7a19ad1ce70dbb5', 'not-severe_toxicity', 'Teuvo on rakkikoira joka tarvii kusitolpan ja sellaisen puutteessa ottaa apostolit kusitolpakseen. Koirat kuulemma merkkaa reviiriään kuseksimalla.']
['s24:8f06b164202503ca39d4eaaeea18b147', 'not-severe_toxicity', 'Eldis - Vitusti liikaa Saa ainaki mut itkemää.']
['s24:37c6d9d5e7648910e93a97bbb89eb832', 'not-severe_toxicity', 'Sinunlaisia nimitteliöitä pitäs vetää tunti turpaan.']
['s24:8874dc6c427eb37b99d6d3b931da50b5', 'not-severe_toxicity', 'Nieletkö spermaa,nainen?  Jos olet raskaana sinun pitäisi! Uusimpien tutkimusten mukaan sperman nieleminen ja sitä kautta elimistöön joutuminen edesauttaa hivenaineiden imeytymistä istukkaan ja sitäkautta sikiöön. Sperma sisältää kovin paljon erilaisia alkuaineita,hyvin hyödyllisä sellaisia. tp://fi.wikipedia.org/wiki/Siemenneste Sen on todettu lievittävän jopa naisten masennusta,jos olet vailla spermaa ole ilomielin mukana auttamassa sinua,Suomen neito,hädässä ystävä tutaan. http://www.mtv3.fi/h/REDACTED/de-viihdetta']
['s24:4f16a2f2094f6388259107fe3f7a9014', 'not-severe_toxicity', 'Tarkoitit siis homopatman ja runkkurobin.']
['s24:1da0d4bb83474d88c97f5fbd9df4cb12', 'not-severe_toxicity', 'Haluuksä nussii mun kans? Tehdään se heti!']
['s24:95f8403eea7c3f748133da73cf4da2bc', 'not-severe_toxicity', 'Niin hullujan täällä asuu. Paperipusiin heiluttelu on selvä tarkoitus pelotella sun lintuja.  Vahdi lintuja ja pidä se hullu ÄMMÄ kurissa.  Linnut ei hääritse ketään.']
['s24:0768acf2fb538826779a3bcfd6d2a44c', 'not-severe_toxicity', 'Haista Lukenut paskas!']
['s24:5573f2b0cf8eac32608d519214445ae2', 'not-severe_toxicity', '"Tosi ""vaikea"" seksielämä..  HAHHAHHAHAHHHAHAHHHAHAHAH..hahha..hhah.haaaaa.. sanon minä. Kuhan kasvat vielä muutaman vuoden niin alat ymmärtää jotakin vaikeuksista. Iske persees vaikka kiukaaseen hetkeks niin tulee muuta mieleen jonkin aikaa."']
['s24:a2dbb8359662b61ea055e27cbc06400b', 'not-severe_toxicity', 'kaatopaikka jätettä.. vie se sun paskas kaatopaikalle ja hanki elämä...']
['s24:0f9404482b29c71e5937e432c7687722', 'not-severe_toxicity', 'sä olet lutterin koira.']
['s24:f34b5edd67f5d8df734b6c0cce319d30', 'not-severe_toxicity', 'HOPLAA LILLIN MAINOS KAIKKEIN PARAS 20 : kymmeneen VUOTEEN LISÄÄ UPEITA MAINOKSIA LILLI.']
['s24:e6f9ca11b9b1afb99964be9a8087fdaf', 'not-severe_toxicity', 'niin niin... naisen syyhän se on että tulee raiskatuksi... Oliskohan juuri tällaisen ajattelumallin syy, ettei raiskatut uskalla suutaan avata, varsinkaan jos raiskaaja on suomalainen.']
['s24:9aa6f31d03ca1093cbf0bc08a3a78830', 'not-severe_toxicity', 'Marko pani Jaria  Homppeli Marko pani Homppeli Jaria takaapäin perseeseen piilopirtissä!! Tämä tarina on tosi!!']
['s24:c06aae64d60c1a42e356d53f75a3c668', 'not-severe_toxicity', 'käsittelemällä kumppanisi siitintä kuin jäätelöpuikkoa. Pidä yhdellä kädellä varresta ja kieputa kieltäsi varovasti kärjen ympäri. Ota suuhusi siittimen koko pää huulillasi. Liikuta suutasi ylösja alas pitkin siitintä niin pitkin vedoin kun teistä molemmista tuntuu hyvältä. Kumppanisi kyllä voi ohjata liikuttamala vaika käsin päästäsi miten hänestä tuntuu hyvältä. Tosin hänen pitäis myös varoa työntämästä päätäsi liian alas mistä sinä etipitäisi.']
['s24:482b10a6542ef276b3a8108071851da6', 'not-severe_toxicity', 'herää nyt,ja katso peiliin .Sieltä katselee takaisin kusipää.']
['s24:aeb0e3538367872df55decb3467af1bd', 'not-severe_toxicity', 'Rupinen kuppanen kippanen = SKODA  Hikinen haiseva vuotava öljypoltin']
['s24:db51398b848eb6414cd16d3dc5529239', 'not-severe_toxicity', 'Ihan saatanan seksikäs, oli silarit tai ei mitä väälii']
['s24:7500f33546dc397e929b4dcdbf10e303', 'not-severe_toxicity', '"Mulla on noin 12 cm. Seisoo välittömästi kun näen kauniin naisen ja on tanakka vaikka kaksi tuntia. Sivelen emla puudutusvoidetta puoli tuntia ennen yhdyntää ja pystyn ja pystyn ja pystyn. Naiset tykkää ja kehuu kuten eräskin kaunis venakko, että ""You are superman"". Onneksi naisilla on ollut tiukka pillu. Mielestäni kaikki on kiinni millainen pillu on eikä miehen peniksen koolla ole väliä. Jos on väljähtänyt pillu niin nainen on huonossa kunnossa ja pitäisi treenata. Parasta on kun saa tiukkaa pillua. Silloin pienenkin kikkelin ympäri painautuu ihanaa lihaa ja aaaaaaaaaaaaaaah."']
['s24:ceff1d8fc489487743c0aa00816e6ce2', 'not-severe_toxicity', 'sinne jäät ruikuttamaan... älä hullu usko mitä tällä saitilla idiootit kirjoittelee. taitaa 99% kirjoittelijoista olla dillejä...']
['s24:05b1d0619f0828cb42d6dbe7d880cb2c', 'not-severe_toxicity', 'Kun kyse on LPR asioista niin kyse on myös ihmisistä mitkä siellä asuu jne. Kaupunginko asioista vaan pitäisi kirjoitaa. Tämä on ihmisten ja mielipitteiden palsta. Vittuako luet, vedä pipö silmille ja nuku.']
['s24:36534c71f6680561e0c3adefbea8c212', 'not-severe_toxicity', 'hiljaisia poikia nämä persutraumatisoituneet antipersut kun aletaan puhua asiaa paskanjauhamisen ja lapsellisen trollaamisen sijaan. Jauhot suussa välittömästi.']
['s24:3fe18174ca3f4712583f480369b78591', 'not-severe_toxicity', 'aah mun porttikielto loppuu ylihuomenna aaaaah sitten taas nussimaan']
['s24:82afe7f543fff8d81ca6ec4a3b9fa73c', 'not-severe_toxicity', 'Oletko varma, että miehesi ei käy nussimassa toista muijaa.']
['s24:5f9d463be014da00ae84925dcf86eb8c', 'not-severe_toxicity', 'Vittu sä oot laittanut mun kuvan nettiin. Olen vihainen ja järkyttynyt.']
['s24:99d574424e568252829722527bd575db', 'not-severe_toxicity', 'Mielummin kuolema ku mielisairaalaan.']
['s24:00b5144386eef8c4e446ef86c9d0a3ef', 'not-severe_toxicity', 'Valitettavasti tyhmät ja sivistymättömät turaanilaiset eivät ymmärrä hyvän päälle, vaan kuolaavat ja syövät kaukalostaan.   Oletko rasisti?']
['s24:a8aeb4e453e2e7ef079a24045d0a7fc3', 'not-severe_toxicity', 'Mihinkä luokkaan näistä itsesi asetat? Minä lisäisin vielä luokan 5. kusipäät, johon sinä kuulut.']
['s24:52cde4c5550e4da2908aeb7ab2b8360c', 'not-severe_toxicity', 'Joo. Paristokäyttöinen perseenpäristin, elikkästen sähkö-dildo.']
['s24:e37a9831af29b6321a9e6698b4d6e14f', 'not-severe_toxicity', '"Päättäjät hölmöyksissään onnistuneet kasaamaan ""pirunnyrki"", jota nyt ei saada auki. Innoissaan vetäneet nimmareita kaikenlaisiin vitun papereihin, jotka nyt osoittautuvat helvetin nuottivihkoiksi."']
['s24:2be75c418c68c4319c0251371fe8dd8e', 'not-severe_toxicity', 'Miltä tuntuu muna pepussa?  Millainen tunne tulee tytöille, kun pojan/miehen muna työntyy peppuunne sisään?']
['s24:56557eb0edf21cf4c675023aeba18a70', 'not-severe_toxicity', 'Saddami hyökkäsi Kuwaitiin. Tuki terroristeja. Oli kaikinpuolin vittumainen kaveri. Yritti hankkia ydinaseen ja käytti kemiallisia aseita omaa kansaansa vastaan, eli Irakin kurdeja vastaan.']
['s24:8819e7176dec5775b2a2bf0fa103ffdc', 'not-severe_toxicity', 'Mulkero mahtisaari tuo pingviinien kuningas ja Rusi, tuo kataisen paskanjauhanta tutkelman kirjoittaja, joka tuli helvetin kalliiksi kansalle, jo on vakuuttavat vaikuttajat, ja naton puolestapuhujat. Aina äänestän natoa ja natseja vastaan, lisää kustannuksia ei kansalle tarvita verojen ja maksujen korotusten muodossa entisten lisäksi. Nato hihhuleille kysymys, millonkas se Venäjä nyt sitten viimein Suomeen hyökkää, kun sitä on toitotettu jo viimeiset 10 vuotta, ja jotenkin koko teidän meuhkaamisesta on mennyt jo pohja, lähinnä huutelunne natosta on enää säälittävää sekä huvittavaa. Unohtamatta sitäkään tosiasi, että jos Venäjä hyökkääkin ja pistää hesan kivikaudelle, niin mitään ei oikeasti edes menetetä.']
['s24:9cab7249c22eba0214ed72aa06075484', 'not-severe_toxicity', 'Voi sinua, säälittävä persuparka.']
['s24:48c2e636af4f78fc8957924db06af31d', 'not-severe_toxicity', 'tota nyt ei jaksanu edes lukee kun sieltä täältä! miten se liittyyi mittarin ruuvaukseen? kyllä tästämaasta löytyy KUSIPÄITÄ yllin kyllin.']
['s24:54574c75cc3964c50e2a973198f7178c', 'not-severe_toxicity', 'EIPÄ TAIDA TEEMUN IDEAPAJALLA HISSI NOUSTA YLÄKERTAAN ASTI..???']
['s24:66642da50ee69a8e8bba0912613f765a', 'not-severe_toxicity', 'Toisia ei vaan himota niin kovasti. Kyllä hän varmasti rakastaakin sua, mutta ei ole mikään kone mitä seksiin tulee. Et sä sitä kalua aina tarvitse orgasmiin. Käytä sormiasi ja leluja,']
['s24:e91fcc46e54399ebd8447b83e736110b', 'not-severe_toxicity', '"Antakaa koirien paskoa rauhassa! Ne on yhtä oikeutettuja ""sotkemaan"" tätä planeettaa kuin ihmisetkin! Ne paskat on vaan vähän enemmän näkyvillä kuin omanne!"']
['s24:9cdf769bab580756fafa913adada3ed6', 'not-severe_toxicity', 'KANNEN PÄÄLLE ? ON SE NYT PERKELETTÄ ETTEI OSATA YLÖSTEMMATA KANTTA !']
['s24:fba5ea24b5d764e5986c6b65a1f4cba8', 'not-severe_toxicity', 'saitilla muitakin rikkaita kuin jomppe? Tuo Paloheinän pököukko. Sinunkin pitää esitellä persettäsi valokuvin. Se on rikkaiden tapa tällä saitilla.']
['s24:f79f0c6b11df35c81b6bb36b46b1c589', 'not-severe_toxicity', 'Kaikki työnsi vaan löylykauhaa perseeseen']
['s24:42363089218f9799a9f720f9fad5cc37', 'not-severe_toxicity', 'Taikka paskaasen sian näköönen se ennemminki on (luonteensa perusteella). Toivon päivää, että se lähtis sarjasta pois...ei tuota jaksa kattoa! Jakariki vielä!!!  Niin ja tiedän, tämä on vain sarjaa!']
